user_id,movie_id,rating,timestamp,title,release_date,genres,overview
35,242,2,28/9/1997 15:06,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
354,242,5,29/3/1998 14:06,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
199,242,5,2/1/1998 23:08,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
113,242,2,24/9/1997 4:38,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
1,242,5,13/3/1998 1:13,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
173,242,5,22/10/1997 21:43,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
360,242,4,24/11/1997 6:40,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
234,242,4,27/3/1998 21:14,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
14,242,4,16/10/1997 1:16,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
309,242,4,20/10/1997 17:58,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
331,242,4,18/10/1997 17:34,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
21,242,3,22/9/1997 18:06,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
111,242,4,4/4/1998 8:51,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
439,242,5,23/12/1997 15:53,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
355,242,4,14/11/1997 5:48,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
204,242,5,12/4/1998 13:48,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
145,242,5,26/9/1997 10:29,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
30,242,5,27/1/1998 22:45,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
463,242,2,15/3/1998 4:20,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
144,242,4,21/2/1998 23:24,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
417,242,3,16/11/1997 2:06,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
2,242,5,27/2/1998 4:01,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
497,242,1,5/11/1997 19:49,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
523,242,5,2/1/1998 0:04,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
12,242,5,19/11/1997 17:33,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
202,242,3,17/11/1997 0:25,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
131,242,5,1/1/1998 19:08,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
451,242,1,8/11/1997 18:14,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
532,242,4,2/3/1998 5:48,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
539,242,5,17/11/1997 17:29,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
537,242,3,28/1/1998 23:01,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
416,242,4,2/3/1998 6:14,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
566,242,5,9/12/1997 6:34,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
597,242,4,27/9/1997 5:43,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
181,242,1,8/11/1997 4:03,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
639,242,4,30/3/1998 6:15,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
123,242,5,17/11/1997 23:24,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
520,242,5,19/1/1998 0:13,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
617,242,3,3/1/1998 0:48,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
86,242,4,15/11/1997 4:51,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
624,242,4,7/4/1998 14:57,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
9,242,4,8/2/1998 17:25,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
651,242,5,21/11/1997 15:33,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
492,242,5,19/11/1997 20:04,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
207,242,4,25/3/1998 2:43,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
460,242,4,23/12/1997 21:00,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
697,242,5,20/12/1997 12:38,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
129,242,4,27/12/1997 17:32,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
40,242,4,4/3/1998 19:55,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
740,242,4,14/11/1997 15:59,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
239,242,5,6/3/1998 10:01,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
794,242,5,27/3/1998 21:29,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
461,242,3,21/1/1998 4:08,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
771,242,4,27/11/1997 19:33,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
733,242,4,14/11/1997 19:16,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
568,242,4,26/10/1997 22:55,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
673,242,4,1/3/1998 21:25,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
249,242,5,15/11/1997 5:23,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
6,242,4,28/12/1997 0:16,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
205,242,4,24/2/1998 1:38,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
592,242,5,20/12/1997 8:41,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
440,242,5,2/4/1998 19:49,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
641,242,5,12/11/1997 21:31,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
765,242,5,24/11/1997 4:31,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
139,242,3,14/11/1997 20:04,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
628,242,5,29/11/1997 4:18,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
473,242,3,29/10/1997 20:27,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
695,242,5,2/3/1998 2:30,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
206,242,3,22/2/1998 20:40,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
863,242,4,7/3/1998 16:52,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
90,242,4,31/3/1998 22:11,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
594,242,4,4/10/1997 20:31,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
866,242,3,30/3/1998 1:26,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
803,242,5,20/11/1997 19:36,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
240,242,5,26/1/1998 0:48,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
753,242,4,1/4/1998 2:57,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
735,242,5,12/10/1997 23:06,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
869,242,2,11/1/1998 3:41,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
655,242,4,14/2/1998 2:53,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
18,242,5,21/11/1997 16:21,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
898,242,4,24/2/1998 4:27,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
937,242,3,13/10/1997 17:03,Jungle2Jungle (1997),24/1/1997,Comedy,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members."
